brand_bsin,brand_img,brand_link,brand_nm,cal,cal_from_fat,calcium,chol_dv,chol_mg,country_iso_cd,diet_fiber_dv,diet_fiber_g,gcp_cd,gln_addr_02,gln_addr_04,gln_addr_city,gln_addr_postalcode,gln_cd,gln_country_iso_cd,gln_nm,gpc_s_cd,gtin_cd,gtin_img,gtin_nm,ingredients,iron,m_floz,m_g,m_ml,m_oz,owner_cd,owner_img,owner_link,owner_nm,owner_wiki_en,pkg_unit,pot_dv,pot_mg,prefix_nm,protein_g,return_code,sat_fat_dv,sat_fat_g,serv_ct,serv_size_g,serv_size_ml,sod_dv,sod_mg,sugars_g,tot_carb_dv,tot_carb_g,tot_fat_dv,tot_fat_g,trans_fat_g,vitamin_a,vitamin_c,serv_size_quantity,serv_size_unit
8RB56Z,http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg,http://www.washfruit.com,Washington Fruit & Produce Co.,90,0,2,0,0,US,12,3,33383,,DE,Newark,19714-6036,33383000008,US,,50000000,33383310633,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383310633.jpg,Dark Sweet 1 Lb,Cherry,2,,454,,78,,,,,,1,9,300,GS1 US,2,0,0,0,1,140,0,0,0,19,7,22,1,0.5,0,2,15,140,g
8RB56Z,http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg,http://www.washfruit.com,Washington Fruit & Produce Co.,90,0,2,0,0,US,12,3,33383,,DE,Newark,19714-6036,33383000008,US,,50000000,33383310701,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383310701.jpg,Rainier 2 Lb,Cherry,2,,907,,155,,,,,,1,9,300,GS1 US,2,0,0,0,1,140,0,0,0,19,7,22,1,0.5,0,2,15,140,g
D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,130,0,4,0,0,US,20,5,39400,,TN,Knoxville,37950,39400000006,US,,50000000,39400016335,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400016335.jpg,Vegetarian Baked Beans,,10,,,,16,,,,,,1,0,0,GS1 US,6,0,0,0,1,13,0,23,550,12,10,29,0,0,0,0,0,13,g
D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,110,10,4,0,0,US,24,6,39400,,TN,Knoxville,37950,39400000006,US,,50000000,39400016908,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400016908.jpg,Chili Beans,,8,,,,16,,,,,,1,11,400,GS1 US,6,0,0,0,1,130,0,22,530,2,7,20,2,1,0,0,0,130,g
D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,100,0,4,0,0,US,28,7,39400,,TN,Knoxville,37950,39400000006,US,,50000000,39400018100,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018100.jpg,Pinto Beans,,8,,,,16,,,,,,1,9,310,GS1 US,6,0,0,0,1,130,0,19,450,0,6,18,0,0,0,0,0,130,g
D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,80,10,4,0,0,US,28,7,39400,,TN,Knoxville,37950,39400000006,US,,50000000,39400018216,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018216.jpg,Pinto Beans With Bacon,,8,,,,15.5,,,,,,1,7,260,GS1 US,6,0,0,0,1,130,0,18,440,0,6,19,2,1,0,0,0,130,g
D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,100,10,4,0,0,US,20,5,39400,,TN,Knoxville,37950,39400000006,US,,50000000,39400018285,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018285.jpg,Pinto Beans Seasoned Recipe,,8,,,,16,,,,,,1,5,180,GS1 US,6,0,0,0,1,130,0,20,480,1,6,17,2,1,0,0,0,130,g
D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,105,5,6,0,0,US,25,6,39400,,TN,Knoxville,37950,39400000006,US,,50000000,39400018834,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018834.jpg,Black Beans Reduced Sodium,,15,,,,15,,,,,,1,14,480,GS1 US,7,0,0,0,1,130,0,10,240,1,8,23,1,0.5,0,0,0,130,g
D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,170,5,6,0,0,US,24,6,39400,,TN,Knoxville,37950,39400000006,US,,50000000,39400019145,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019145.jpg,Southern Pit Barbecue,,4,,624,,22,,,,,,1,0,0,GS1 US,6,0,0,0,1,130,0,23,550,16,12,35,1,0.5,0,0,0,130,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,110,15,4,0,0,US,12,3,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410001387,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410001387.jpg,7 Grain,WHOLE WHEAT FLOUR+++UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++REDUCED IRON+++NIACIN+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++WATER+++SUGAR+++MOLASSES+++YEAST+++WHEAT+++CELLULOSE FIBER+++WHEAT GLUTEN+++RYE+++SOYBEAN OIL+++GROUND CORN+++SALT+++BROWN RICE+++OATS+++CALCIUM PROPIONATE (PRESERVATIVE)+++MONOGLYCERIDES+++DATEM+++GRAIN VINEGAR+++TRITICALE+++CALCIUM SULFATE+++BARLEY+++FLAXSEED+++MILLET+++CITRIC ACID+++SOY LECITHIN+++CALCIUM CARBONATE+++NUTS [WALNUTS AND/OR HAZELNUTS (FILBERTS) AND/OR ALMONDS]+++WHEY+++SOY FLOUR+++NONFAT MILK,8,,680,,24,,,,,,1,0,0,GS1 US,4,0,0,0,16,43,0,6,150,3,7,21,2,1.5,0,0,0,43,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,1.5,2,4,0,0,US,4,1,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410003435,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410003435.jpg,Sourdough,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++REDUCED IRON+++NIACIN+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++WATER+++YEAST+++DEHYDRATED SOURDOUGH+++SOYBEAN OIL+++SALT+++SUGAR+++WHEAT GLUTEN+++MONOGLYCERIDES+++GRAIN VINEGAR+++CALCIUM PROPIONATE (PRESERVATIVE)+++CALCIUM SULFATE+++SOY LECITHIN+++CITRIC ACID+++DATEM AND/OR SODIUM STEAROYL LACTYLATE+++WHEY+++SOY FLOUR+++NONFAT MILK.,8,,680,,24,,,,,,1,0,0,GS1 US,3,0,0,0,16,43,0,6,150,0.99,7,21,0,0,0,0,0,43,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,80,5,4,0,0,US,20,5,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410012604,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410012604.jpg,Bakery Light 100% Whole Wheat,WHOLE WHEAT FLOUR+++WATER+++CELLULOSE FIBER+++WHEAT GLUTEN+++YEAST+++SUGAR+++SALT+++WHEAT BRAN+++MOLASSES+++MONO- AND DIGLYCERIDES+++CALCIUM PROPIONATE (PRESERVATIVE)+++DATEM+++GRAIN VINEGAR+++NATURAL & ARTIFICIAL FLAVOR+++CALCIUM SULFATE+++MONOCALCIUM PHOSPHATE+++ETHOXYLATED MONO- AND DIGLYCERIDES+++SOY LECITHIN+++SUCRALOSE+++AZODICARBONAMIDE+++SOY FLOUR.,4,,454,,16,,,,,,1,0,0,GS1 US,5,0,0,0,12,42,0,7,170,2,6,18,1,0.5,0,0,0,42,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,120,15,6,0,0,US,8,2,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410013502,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013502.jpg,100% Whole Wheat,WHOLE WHEAT FLOUR+++UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++REDUCED IRON+++NIACIN+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++WATER+++WHEAT GLUTEN+++WHEAT FIBER+++YEAST+++INULIN (CHICKORY ROOT FIBER)+++CELLULOSE FIBER+++SUGAR+++SUNFLOWER SEEDS+++WHEAT+++POLYDEXTROSE+++RYE+++MOLASSES+++SALT+++WHEAT PROTEIN ISOLATE+++GROUND CORN+++CULTURED DEXTROSE AND MALTODEXTRIN+++RAISIN JUICE CONCENTRATE+++BUCKWHEAT+++DATEM+++MONOGLYCERIDES+++BROWN RICE+++OATS+++TRITICALE+++CITRIC ACID+++BARLEY+++FLAXSEED+++MILLET+++STEVIA EXTRACT (A NATURAL SWEETENER)+++CALCIUM SULFATE+++GRAIN VINEGAR+++ETHOXYLATED MONO- AND DIGLYCERIDES+++SOY LECITHIN+++CALCIUM CARBONATE+++NUTS (WALNUTS AND/OR HAZELNUTS AND/OR ALMONDS)+++RICE PROTEIN+++WHEY+++SOY FLOUR+++NONFAT MILK.,6,,680,,24,,,,,,1,0,0,GS1 US,4,0,0,0,16,43,0,6,150,4,7,21,2,1.5,0,0,0,43,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100,10,4,0,0,US,12,3,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410013519,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013519.jpg,Honey Whole Wheat,WHOLE WHEAT FLOUR+++WATER+++HONEY+++SUGAR+++WHEAT GLUTEN+++YEAST+++WHEAT BRAN+++SOYBEAN OIL+++SALT+++MONOGLYCERIDES+++CALCIUM PROPIONATE (PRESERVATIVE)+++DATEM+++CALCIUM SULFATE+++GRAIN VINEGAR+++CITRIC ACID+++SOY LECITHIN+++CALCIUM CARBONATE+++WHEY+++NONFAT MILK,6,,680,,24,,,,,,1,0,0,GS1 US,5,0,0,0,16,43,0,6,150,4,7,20,2,1,0,0,0,43,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,110,15,4,0,0,US,12,3,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410013748,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013748.jpg,Double Protein,WHOLE WHEAT FLOUR+++WATER+++SUGAR+++WHEAT GLUTEN+++WHEAT PROTEIN ISOLATE+++OATS+++YEAST+++CRACKED WHEAT+++INULIN (CHICKORY ROOT FIBER)+++SOYBEAN OIL+++SUNFLOWER SEEDS+++RICE PROTEIN+++SALT+++BARLEY FLAKES+++TRITICALE+++WHEAT FLAKES+++RAISIN JUICE CONCENTRATE+++GRAIN VINEGAR+++RYE+++AMARANTH+++FLAXSEED+++MONOGLYCERIDES+++WHEAT GERM+++CORNMEAL+++CALCIUM PROPIONATE (PRESERVATIVE)+++DATEM+++CALCIUM SULFATE+++CITRIC ACID+++SOY LECITHIN+++CALCIUM CARBONATE+++WHEY+++NONFAT MILK,6,,680,,24,,,,,,1,0,0,GS1 US,7,0,0,0,16,43,0,6,150,2,6,18,2,1.5,0,0,0,43,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,110,15,4,0,0,US,3,0.99,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410032008,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410032008.jpg,Seedless,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++REDUCED IRON+++NIACIN+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++WATER+++RYE FLOUR+++SUGAR+++SOYBEAN OIL+++SALT+++GROUND CARAWAY+++WHEAT GLUTEN+++YEAST+++PRESERVATIVES (CALCIUM PROPIONATE+++SODIUM PROPIONATE)+++GRAIN VINEGAR+++DATEM+++MONO- AND DIGLYCERIDES+++FUMARIC ACID+++LACTIC ACID+++CALCIUM LACTATE+++ETHOXYLATED MONO- AND DIGLYCERIDES+++CITRIC ACID+++GLUCONO DELTA LACTONE+++POTASSIUM CITRATE+++SODIUM DIACETATE+++SOY LECITHIN+++CALCIUM CARBONATE+++POLYSORBATE 60+++CALCIUM SULFATE+++PHOSPHORIC ACID.,6,,454,,16,,,,,,1,0,0,GS1 US,3,0,0,0,11,41,0,12,290,2,7,20,2,1.5,0,0,0,41,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,80,10,4,0,0,US,3,0.99,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410032053,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410032053.jpg,Seeded,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++REDUCED IRON+++NIACIN+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++WATER+++RYE FLOUR+++SUGAR+++SOYBEAN OIL+++SALT+++WHEAT GLUTEN+++CARAWAY SEEDS+++YEAST+++PRESERVATIVES (CALCIUM PROPIONATE+++SODIUM PROPIONATE)+++GRAIN VINEGAR+++GROUND CARAWAY+++DATEM+++MONO- AND DIGLYCERIDES+++FUMARIC ACID+++LACTIC ACID+++CALCIUM LACTATE+++ETHOXYLATED MONO- AND DIGLYCERIDES+++CITRIC ACID+++GLUCONO DELTA LACTONE+++POTASSIUM CITRATE+++SODIUM DIACETATE+++SOY LECITHIN+++CALCIUM CARBONATE+++POLYSORBATE 60+++CALCIUM SULFATE+++PHOSPHORIC ACID.,4,,454,,16,,,,,,1,5,14,GS1 US,3,0,0,0,15,30,0,9,220,1,5,14,2,1,0,0,0,30,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,90,15,10,0,0,US,16,4,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410117910,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410117910.jpg,Extra Fiber,WHOLE WHEAT FLOUR+++WATER+++SUGAR+++WHEAT GLUTEN+++YEAST+++INULIN (CHICKORY ROOT FIBER)+++SOYBEAN OIL+++WHEAT FIBER+++SALT+++WHEAT BRAN+++MOLASSES+++ENRICHMENT (CALCIUM SULFATE+++VITAMIN E ACETATE+++VITAMIN A PALMITATE+++VITAMIN D3)+++DATEM+++MONO- AND DIGLYCERIDES+++CALCIUM PROPIONATE (PRESERVATIVE)+++MONOCALCIUM PHOSPHATE+++SOY LECITHIN.,6,,680,,24,,,,,,1,0,0,GS1 US,4,0,0,0,18,38,0,8,190,3,6,18,2,1.5,0,10,0,38,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100,10,4,0,0,US,20,5,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410135433,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135433.jpg,Sandwich Thins Rolls Honey Wheat,WHOLE WHEAT FLOUR+++WATER+++UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++REDUCED IRON+++NIACIN+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++CELLULOSE FIBER+++FLAKED WHEAT+++HONEY+++YEAST+++WHEAT GLUTEN+++POLYDEXTROSE+++SALT+++SOYBEAN AND/OR CANOLA OIL+++PRESERVATIVES (CALCIUM PROPIONATE+++SORBIC ACID)+++GUAR GUM+++MONOGLYCERIDES+++NATURAL FLAVOR+++CITRIC ACID+++STEVIA EXTRACT (A NATURAL SWEETENER)+++SOY LECITHIN.,6,,340,,12,,,,,,1,0,0,GS1 US,4,0,0,0,8,43,0,7,170,2,7,22,2,1,0,0,0,43,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100,10,4,0,0,US,20,5,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410135464,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135464.jpg,Sandwich Thins Rolls 100% Whole Wheat,WHOLE WHEAT FLOUR+++WATER+++WHEAT BRAN+++SUGAR+++YEAST+++CELLULOSE FIBER+++WHEAT GLUTEN+++POLYDEXTROSE+++SALT+++SOYBEAN AND/OR CANOLA OIL+++PRESERVATIVES (CALCIUM PROPIONATE+++SORBIC ACID)+++GUAR GUM+++MONOGLYCERIDES+++DATEM+++CITRIC ACID+++STEVIA EXTRACT (A NATURAL SWEETENER)+++SOY LECITHIN.,6,,340,,12,,,,,,1,0,0,GS1 US,5,0,0,0,8,43,0,7,170,2,7,22,2,1,0,0,0,43,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100,10,4,0,0,US,20,5,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410135471,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135471.jpg,Sandwich Thins Rolls Multi-Grain,WHOLE WHEAT FLOUR+++WATER+++UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++REDUCED IRON+++NIACIN+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++CELLULOSE FIBER+++WHEAT GLUTEN+++YEAST+++SUGAR+++RYE+++POLYDEXTROSE+++SALT+++SOYBEAN AND/OR CANOLA OIL+++CRACKED WHEAT+++GROUND CORN+++OATS+++PRESERVATIVES (CALCIUM PROPIONATE+++SORBIC ACID)+++CORN GRITS+++GRAIN VINEGAR+++GUAR GUM+++MONOGLYCERIDES+++BROWN RICE+++TRITICALE+++BARLEY+++FLAXSEED+++MILLET+++CITRIC ACID+++STEVIA EXTRACT (A NATURAL SWEETENER)+++SOY LECITHIN.,6,,340,,12,,,,,,1,0,0,GS1 US,4,0,0,0,8,43,0,7,170,2,7,22,2,1,0,0,0,43,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,160,20,8,0,0,US,16,4,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410136232,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410136232.jpg,100% Whole Wheat Sandwich Rolls,WHOLE WHEAT FLOUR+++WATER+++WHEAT GLUTEN+++HIGH FRUCTOSE CORN SYRUP+++YEAST+++HONEY+++SOYBEAN OIL+++SALT+++MOLASSES+++OAT BRAN+++DATEM+++GRAIN VINEGAR+++MONOGLYCERIDES+++CALCIUM PROPIONATE (PRESERVATIVE)+++CALCIUM SULFATE+++MONOCALCIUM PHOSPHATE+++AZODICARBONAMIDE+++SOY LECITHIN.,8,,510,,18,,,,,,1,0,0,GS1 US,8,0,3,0.5,8,64,0,13,310,4,9,26,3,2,0,0,0,64,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,130,20,6,0,0,US,4,1,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410163320,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410163320.jpg,Hot Dog Rolls White,ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++NIACIN+++REDUCED IRON+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++WATER+++HIGH FRUCTOSE CORN SYRUP+++YEAST+++SOYBEAN OIL+++SALT+++WHEAT GLUTEN+++MONOGLYCERIDES+++CALCIUM PROPIONATE (PRESERVATIVE)+++CALCIUM SULFATE+++DATEM+++GRAIN VINEGAR+++MONOCALCIUM PHOSPHATE+++AZODICARBONAMIDE+++SOY LECITHIN.,8,,,,14,,,,,,1,0,0,GS1 US,4,0,3,0.5,8,50,0,13,310,4,9,26,3,2,0,0,0,50,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,130,20,6,0,0,US,4,1,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410164006,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410164006.jpg,Hot Dog Rolls White New England,ENRICHED WHEAT FLOUR [FLOUR+++MALTED BARLEY FLOUR+++REDUCED IRON+++NIACIN+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++WATER+++HIGH FRUCTOSE CORN SYRUP+++YEAST+++SOYBEAN OIL+++SALT+++WHEAT GLUTEN+++MONOGLYCERIDES+++CALCIUM PROPIONATE (PRESERVATIVE)+++CALCIUM SULFATE+++DATEM+++GRAIN VINEGAR+++MONOCALCIUM PHOSPHATE+++SOY LECITHIN+++AZODICARBONAMIDE.,8,,340,,12,,,,,,1,0,0,GS1 US,4,0,3,0.5,8,50,0,13,310,4,9,26,3,2,0,0,0,50,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,110,25,0,0,0,US,3,0.99,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410312001,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410312001.jpg,Stuffing Seasoned,ENRICHED FLOUR [WHEAT FLOUR+++MALTED BARLEY FLOUR+++NIACIN+++IRON+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++HIGH FRUCTOSE CORN SYRUP+++SALT+++PARTIALLY HYDROGENATED VEGETABLE OIL (SOYBEAN AND/OR COTTONSEED). CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: DEHYDRATED ONION+++YEAST+++SPICES+++DISTILLED VINEGAR+++SOY LECITHIN+++SOY FLOUR.,0,,396,,14,,,,,,1,0,0,GS1 US,3,0,0,0,16,27,0,16,390,1,6,19,4,2.5,0,0,0,27,g
R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,110,20,0,0,0,US,2,0.99,73410,,PA,Horsham,19044,71330000008,US,,50000000,73410312100,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410312100.jpg,Stuffing Unseasoned,ENRICHED FLOUR [WHEAT FLOUR+++MALTED BARLEY FLOUR+++NIACIN+++IRON+++THIAMIN MONONITRATE (VITAMIN B1)+++RIBOFLAVIN (VITAMIN B2)+++FOLIC ACID]+++HIGH FRUCTOSE CORN SYRUP+++PARTIALLY HYDROGENATED VEGETABLE OIL (SOYBEAN AND/OR COTTONSEED)+++SALT. CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: YEAST+++DISTILLED VINEGAR+++SOY LECITHIN+++SOY FLOUR.,0,,425,,15,,,,,,1,0,0,GS1 US,3,0,0,0,16,27,0,9,210,2,6,19,3,2,0,0,0,27,g
6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,60,0,0,0,0,US,0,0,87684,,IL,Winnetka,60093,87684000007,US,,50000000,87684000946,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684000946.jpg,Mountain Cooler Juice,WATER+++HIGH FRUCTOSE CORN SYRUP+++APPLE JUICE CONCENTRATE+++CITRIC ACID+++NATURAL FLAVOR+++VITAMIN E ACETATE.,0,,,177,,,,,,,10,0,0,GS1 US,0,0,0,0,10,0,177,1,15,16,6,17,0,0,0,0,0,177,ml
6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,60,0,0,0,0,US,0,0,87684,,IL,Winnetka,60093,87684000007,US,,50000000,87684000953,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684000953.jpg,Pacific Cooler Juice,WATER; HIGH FRUCTOSE CORN SYRUP; APPLE+++GRAPE+++AND WATER EXTRACTED ORANGE JUICE CONCENTRATES; CITRIC ACID; PINEAPPLE JUICE CONCENTRATE; NATURAL FLAVOR; VITAMIN E ACETATE.,0,,,177,,,,,,,10,0,0,GS1 US,0,0,0,0,10,0,177,1,15,16,6,17,0,0,0,0,0,177,ml
6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,60,0,0,0,0,US,0,0,87684,,IL,Winnetka,60093,87684000007,US,,50000000,87684000960,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684000960.jpg,Coastal Cooler Juice,WATER+++HIGH FRUCTOSE CORN SYRUP+++APPLE JUICE CONCENTRATE+++CITRIC ACID+++STRAWBERRY JUICE CONCENTRATE+++NATURAL FLAVOR+++VITAMIN E ACETATE.,0,,,177,,,,,,,10,0,0,GS1 US,0,0,0,0,10,0,177,1,15,16,6,17,0,0,0,0,0,177,ml
6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,60,0,0,0,0,US,0,0,87684,,IL,Winnetka,60093,87684000007,US,,50000000,87684000991,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684000991.jpg,Stawberry Kiwi Juice,WATER+++HIGH FRUCTOSE CORN SYRUP+++APPLE AND STRAWBERRY JUICE CONCENTRATES+++CITRIC ACID+++NATURAL FLAVOR+++VITAMIN E ACETATE.,0,,,177,,,,,,,10,0,0,GS1 US,0,0,0,0,10,0,177,1,15,16,6,17,0,0,0,0,0,177,ml
6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,60,0,0,0,0,US,0,0,87684,,IL,Winnetka,60093,87684000007,US,,50000000,87684001011,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001011.jpg,Strawberry Juice,WATER+++HIGH FRUCTOSE CORN SYRUP+++PEAR AND APPLE JUICE CONCENTRATES+++CITRIC ACID+++STRAWBERRY JUICE CONCENTRATE+++NATURAL FLAVOR+++VITAMIN E ACETATE.,0,,,177,,,,,,,10,0,0,GS1 US,0,0,0,0,10,0,177,1,15,16,6,17,0,0,0,0,0,177,ml
